Order,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,specific_epithet,Species,subspecific_epithet,Subspecies,Full Name,Synonyms
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Abaeis,,nicippe,Abaeis nicippe,,,Abaeis nicippe,"Eurema dammersi, Terias flava, Eurema pallens, Eurema callae, Papilio nicippe"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Abaeis,,nicippiformis,Abaeis nicippiformis,,,Abaeis nicippiformis,Eurema nicippiformis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,,,Afrodryas,,leda,Afrodryas leda,,,Afrodryas leda,"Eronia flava, Eronia gomensis, Afrodryas clytaemnestra, Eronia punctata, Eronia cygnophila, Eronia pupillata, Eronia trimenii, Eronia inargyrata, Dryas wahlbergi, Anthocharis tekoukoule, Dryas leda, Eronia trimeni"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Anteos,,clorinde,Anteos clorinde,,,Anteos clorinde,"Anteos atromarginatus, Colias godarti, Colias clorinde, Rhodocera nivifera, Amynthia swainsonia"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Anteos,,maerula,Anteos maerula,,,Anteos maerula,"Gonepteryx flava, Rhodocera gueneeana, Rhodocera lacordairei, Papilio maerula, Rhodocera maerula  , Amynthia maerula"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Anteos,,menippe,Anteos menippe,,,Anteos menippe,"Colias leachiana, Gonepteryx calypso, Gonepteryx thetis, Mancipium menippe, Rhodocera metioche"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,bambusarum,Anthocharis bambusarum,,,Anthocharis bambusarum,Anthocharis extensa
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,belia,Anthocharis belia,,,Anthocharis belia,"Anthocharis douei, Anthocharis douaei, Anthocharis houzeaui, Anthocharis rosea, Euchloe intermedia, Euchloe cardabelia, Euchloe gynomorphica, Papilio eupheno, Papilio belia, Euchloe nigritior"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,belia,Anthocharis belia,androgyne,Anthocharis belia androgyne,Anthocharis belia androgyne,Anthocharis androgyne
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,,,Anthocharis cardamines,"Anthocharis cardaminoides, Anthocharis flavidovirescens, Euchloe maculapunctata, Euchloe subtusflavovenata, Euchloe reignaci, Anthocharis radians, Anthocharis minora, Anthocharis immaculata, Anthocharis ochrea, Euchloe montivaga, Anthocharis nigricosta, Anthocharis catalonica, Euchloe citronea, Anthocharis androgyna, Anthocharis arsenoides, Antocharis perflavida, Anthocharis luteola, Anthocharis marginemaculata, Anthocharis umbratilis, Euchloe ochracea, Euchloe deaurata, Anthocharis cinerea, Euchloe major, Anthocharis dispila, Euchloe sulfureovenata, Euchloe marginata, Euchloe caulosticta, Euchloe ochrata, Euchloe williamsi, Anthocharis flavoradiata, Euchloe antiquincunx, Euchloe lutea, Anthocharis femininus, Euchloe aureoflavescens, Euchloe minor, Euchloe hellas, Anthocharis nigrocellularis, Anthocharis sassafrana, Anthocharis flavescens, Anthocharis crocea, Anthocaris lasthenia, Anthocharis discocellularis, Anthocharis costaenigrata, Anthocharis bimaculata, Anthocharis buschmanni, Anthocharis transvestita, Anthocharis quadripunctata, Anthocharis nigroconjuncta, Anthocharis subflavopicta, Anthocharis bilineata, Anthocharis pulverulenta, Anthocharis crassipuncta, Anthocaris striata, Anthocharis ampla, Anthocharis hybridophana, Anthocharis divisa, Anthocharis alberti, Anthocharis minor, Orthocaris reignaci, Euchloe reductus, Euchloe decolorata, Anthocharis decolorata, Anthocharis sagittata, Anthocharis subtustriata, Euchloe proosti, Anthocharis schepdaeli, Euchloe kutukovi, Euchloe commaculata, Euchloe detersa, Euchloe orientalis, Euchloe sajana, Euchloe graeca, Euchloe andromorpha, Euchloe sulfuratus, Papilio cardamines, Euchloe pupillata, Anthocaris lineata, Euchloe caulotosticta, Euchloe flava, Euchloe hibernica, Euchloe radiata, Euchloe flavus, Euchloe luteus, Euchloe saxonia"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,alexandra,Anthocharis cardamines alexandra,Anthocharis cardamines alexandra,"Euchloe alexandra, Anthocharis orientalis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,callisto,Anthocharis cardamines callisto,Anthocharis cardamines callisto,Anthocharis callisto
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,constibackii,Anthocharis cardamines constibackii,Anthocharis cardamines constibackii,Anthocharis constibackii
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,hayashii,Anthocharis cardamines hayashii,Anthocharis cardamines hayashii,Anthocharis hayashii
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,hesperidies,Anthocharis cardamines hesperidies,Anthocharis cardamines hesperidies,"Euchloe hesperidies, Anthocharis salmonea, Euchloe britannica"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,isshikii,Anthocharis cardamines isshikii,Anthocharis cardamines isshikii,Anthocaris isshikii
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,kobayashii,Anthocharis cardamines kobayashii,Anthocharis cardamines kobayashii,Anthocaris kobayashii
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,koreana,Anthocharis cardamines koreana,Anthocharis cardamines koreana,Anthocaris koreana
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,phoenissa,Anthocharis cardamines phoenissa,Anthocharis cardamines phoenissa,"Anthocharis ondrii, Euchloe umbrosa, Anthocharis phoenissa"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,progressa,Anthocharis cardamines progressa,Anthocharis cardamines progressa,"Anthocharis sajana, Antocharis sibirica, Euchloe progressa, Anthocharis bambusaroides"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,septentrionalis,Anthocharis cardamines septentrionalis,Anthocharis cardamines septentrionalis,Antocharis septentrionalis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,sheldoni,Anthocharis cardamines sheldoni,Anthocharis cardamines sheldoni,"Euchloe volgensis, Euchloe sheldoni"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,speciosa,Anthocharis cardamines speciosa,Anthocharis cardamines speciosa,Anthocharis speciosa
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,turritiferens,Anthocharis cardamines turritiferens,Anthocharis cardamines turritiferens,Euchloe turritiferens
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cardamines,Anthocharis cardamines,turritis,Anthocharis cardamines turritis,Anthocharis cardamines turritis,"Anthocharis parvipuncta, Euchloe meridionalis, Pontia turritis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,carolinae,Anthocharis carolinae,,,Anthocharis carolinae,
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cethura,Anthocharis cethura,,,Anthocharis cethura,"Anthocharis angelina, Anthocharis caliente, Anthocharis deserti, Anthocaris cooperii"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cethura,Anthocharis cethura,bajacalifornica,Anthocharis cethura bajacalifornica,Anthocharis cethura bajacalifornica,Anthocharis bajacalifornica
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cethura,Anthocharis cethura,catalina,Anthocharis cethura catalina,Anthocharis cethura catalina,Anthocharis catalina
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cethura,Anthocharis cethura,hadromarmorata,Anthocharis cethura hadromarmorata,Anthocharis cethura hadromarmorata,Anthocharis hadromarmorata
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cethura,Anthocharis cethura,mojavensis,Anthocharis cethura mojavensis,Anthocharis cethura mojavensis,Anthocharis mojavensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cethura,Anthocharis cethura,morrisoni,Anthocharis cethura morrisoni,Anthocharis cethura morrisoni,Anthocharis morrisoni
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,cethura,Anthocharis cethura,pima,Anthocharis cethura pima,Anthocharis cethura pima,Anthocharis pima
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,damone,Anthocharis damone,,,Anthocharis damone,"Anthocharis damolasthenia, Anthocaris limbata, Anthocharis privimacula, Euchloe syra"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,damone,Anthocharis damone,eunomia,Anthocharis damone eunomia,Anthocharis damone eunomia,"Anthocharis steinelti, Anthocharis fickleri, Anthocharis pallida, Anthocharis hollaenderi, Anthocharis flavoapicata, Pontia eunomia"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,damone,Anthocharis damone,karbalayei,Anthocharis damone karbalayei,Anthocharis damone karbalayei,Anthocharis karbalayei
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,euphenoides,Anthocharis euphenoides,,,Anthocharis euphenoides,"Anthocharis apicalisobscurata, Anthochaaris apicalissplendida, Anthocaris apicalissuffusa, Anthocaris minor, Euchloe limbata, Anthocharis parvisignata, Euchloe andalusica, Euchloe impunctata, Anthocaris minima, Euchloe calleuphenia, Anthocharis vernetensis, Anthocharis hyalina, Anthocharis lasthenioides, Anthocharis obscurata, Anthocharis calzadillai, Euchloe lecithosa, Euchloe cardaphenoides, Anthocharis calzadillae"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,euphenoides,Anthocharis euphenoides,alpium,Anthocharis euphenoides alpium,Anthocharis euphenoides alpium,Anthocharis alpium
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,euphenoides,Anthocharis euphenoides,dalessandroi,Anthocharis euphenoides dalessandroi,Anthocharis euphenoides dalessandroi,Anthocaris dalessandroi
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,euphenoides,Anthocharis euphenoides,italorum,Anthocharis euphenoides italorum,Anthocharis euphenoides italorum,Anthocharis italorum
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,gruneri,Anthocharis gruneri,,,Anthocharis gruneri,"Anthocharis diluta, Anthocaris gruneri, Anthocharis parnassia, Pontia grunerii, Euchloe macedonica"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,gruneri,Anthocharis gruneri,armeniaca,Anthocharis gruneri armeniaca,Anthocharis gruneri armeniaca,"Anthocharis armeniaca, Anthocharis decolor, Anthocharis tkatshukovi, Anthocharis homogena"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,gruneri,Anthocharis gruneri,eros,Anthocharis gruneri eros,Anthocharis gruneri eros,Anthocharis eros
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,gruneri,Anthocharis gruneri,fereiduni,Anthocharis gruneri fereiduni,Anthocharis gruneri fereiduni,Anthocharis fereiduni
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,julia,Anthocharis julia,,,Anthocharis julia,Anthocaris julia
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,julia,Anthocharis julia,alaskensis,Anthocharis julia alaskensis,Anthocharis julia alaskensis,Anthocharis alaskensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,julia,Anthocharis julia,browningi,Anthocharis julia browningi,Anthocharis julia browningi,Anthocharis browningi
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,julia,Anthocharis julia,columbia,Anthocharis julia columbia,Anthocharis julia columbia,Anthocharis columbia
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,julia,Anthocharis julia,flora,Anthocharis julia flora,Anthocharis julia flora,Anthocharis flora
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,julia,Anthocharis julia,sempervirens,Anthocharis julia sempervirens,Anthocharis julia sempervirens,Anthocharis sempervirens
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,julia,Anthocharis julia,stella,Anthocharis julia stella,Anthocharis julia stella,Anthocharis stella
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,lanceolata,Anthocharis lanceolata,,,Anthocharis lanceolata,Anthocaris edwardsii
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,lanceolata,Anthocharis lanceolata,australis,Anthocharis lanceolata australis,Anthocharis lanceolata australis,Synchloe australis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,lanceolata,Anthocharis lanceolata,desertolimbus,Anthocharis lanceolata desertolimbus,Anthocharis lanceolata desertolimbus,Anthocharis desertolimbus
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,limonea,Anthocharis limonea,,,Anthocharis limonea,"Anthocharis ellena, Euchloe limonea"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,midea,Anthocharis midea,,,Anthocharis midea,"Pieris lherminieri, Anthocharis flavida, Papilio genutia, Mancipium midea"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,midea,Anthocharis midea,annickae,Anthocharis midea annickae,Anthocharis midea annickae,Anthocharis annickae
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,midea,Anthocharis midea,texana,Anthocharis midea texana,Anthocharis midea texana,Anthocharis texana
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,monastiriensis,Anthocharis monastiriensis,,,Anthocharis monastiriensis,
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,sara,Anthocharis sara,,,Anthocharis sara,"Anthocharis wrighti, Anthocharis dammersi, Anthocharis corcorani, Anthocharis mollis, Anthocharis sternitzkyi, Anthocharis broweri, Anthocharis flavicoloris, Anthocaris reakirtii"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,sara,Anthocharis sara,colorado,Anthocharis sara colorado,Anthocharis sara colorado,Anthocharis colorado
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,sara,Anthocharis sara,coriander,Anthocharis sara coriander,Anthocharis sara coriander,Anthocharis coriande
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,sara,Anthocharis sara,gunderi,Anthocharis sara gunderi,Anthocharis sara gunderi,Anthocharis gunderi
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,sara,Anthocharis sara,inghami,Anthocharis sara inghami,Anthocharis sara inghami,"Anthocharis duncani, Anthocharis inghami"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,sara,Anthocharis sara,pseudothoosa,Anthocharis sara pseudothoosa,Anthocharis sara pseudothoosa,Anthocharis pseudothoosa
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,sara,Anthocharis sara,sulfuris,Anthocharis sara sulfuris,Anthocharis sara sulfuris,Anthocharis sulfuris
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,sara,Anthocharis sara,thoosa,Anthocharis sara thoosa,Anthocharis sara thoosa,Synchloe thoosa
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,scolymus,Anthocharis scolymus,,,Anthocharis scolymus,"Anthocharis onoi, Falcapica discalis, Midea virgo, Anthocharis thunbergii, Midea umbratilis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,scolymus,Anthocharis scolymus,bieti,Anthocharis scolymus bieti,Anthocharis scolymus bieti,"Anthocharis bieti, Anthocharis decorata"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,scolymus,Anthocharis scolymus,mandschurica,Anthocharis scolymus mandschurica,Anthocharis scolymus mandschurica,Midea mandschurica
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,scolymus,Anthocharis scolymus,nanjingensis,Anthocharis scolymus nanjingensis,Anthocharis scolymus nanjingensis,Anthocharis nanjingensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,scolymus,Anthocharis scolymus,qiani,Anthocharis scolymus qiani,Anthocharis scolymus qiani,Anthocharis qiani
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,scolymus,Anthocharis scolymus,tsangpoana,Anthocharis scolymus tsangpoana,Anthocharis scolymus tsangpoana,"Anthocharis imacuulata, Euchloe tsangpoana"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,thibetana,Anthocharis thibetana,,,Anthocharis thibetana,
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,ANTHOCHARIDINI,,Anthocharis,,thibetana,Anthocharis thibetana,taipaichana,Anthocharis thibetana taipaichana,Anthocharis thibetana taipaichana,Euchloe taipaichana
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Aoa,,affinis,Aoa affinis,,,Aoa affinis,"Pieris affinis, Huphina affinis  , Cepora affinis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,boisduvalii,Aphrissa boisduvalii,,,Aphrissa boisduvalii,"Aphrissa stalba, Aphrissa butleri, Callidryas boisduvalii, Phoebis boisduvalii"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,fluminensis,Aphrissa fluminensis,,,Aphrissa fluminensis,"Catopsilia etiolata, Catopsilia fluminensis, Phoebis discoflava, Aphrissa palleola"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,godartiana,Aphrissa godartiana,,,Aphrissa godartiana,"Colias godartiana, Phoebis godartiana"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,godartiana,Aphrissa godartiana,hartonia,Aphrissa godartiana hartonia,Aphrissa godartiana hartonia,Callidryas hartonia
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,neleis,Aphrissa neleis,,,Aphrissa neleis,"Aphrissa poeyae, Callidryas neleis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,orbis,Aphrissa orbis,,,Aphrissa orbis,"Callidryas orbis, Phoebis orbis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,orbis,Aphrissa orbis,browni,Aphrissa orbis browni,Aphrissa orbis browni,Phoebis browni
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,schausi,Aphrissa schausi,,,Aphrissa schausi,"Aphrissa subtermaculata, Aphrissa impunctata, Aphrissa candens, Aphrissa concolor, Catopsilia schausi"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,statira,Aphrissa statira,,,Aphrissa statira,"Catopsilia pseudomas, Colias evadne, Aphrissa inesa, Phoebis naranja, Callidryas jada, Papilio statira, Phoebis statira"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,statira,Aphrissa statira,cubana,Aphrissa statira cubana,Aphrissa statira cubana,Aphrissa cubana
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,statira,Aphrissa statira,floridensis,Aphrissa statira floridensis,Aphrissa statira floridensis,Catopsilia floridensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,statira,Aphrissa statira,hispaniolae,Aphrissa statira hispaniolae,Aphrissa statira hispaniolae,Phoebis hispaniolae
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,COLIADINAE,,,Aphrissa,,wallacei,Aphrissa wallacei,,,Aphrissa wallacei,"Aphrissa isanthe, Callidryas jaresia, Callidryas wallacei"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,acraea,Aporia acraea,,,Aporia acraea,"Pieris acraea, Metaporia funkei"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,acraea,Aporia acraea,koiwayai,Aporia acraea koiwayai,Aporia acraea koiwayai,Aporia koiwayai
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,acraea,Aporia acraea,wolongensis,Aporia acraea wolongensis,Aporia acraea wolongensis,Aporia wolongensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,agathon,Aporia agathon,,,Aporia agathon,Pieris agathon
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,agathon,Aporia agathon,ariaca,Aporia agathon ariaca,Aporia agathon ariaca,Metaporia ariaca
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,agathon,Aporia agathon,bifurcata,Aporia agathon bifurcata,Aporia agathon bifurcata,Aporia bifurcata
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,agathon,Aporia agathon,caphusa,Aporia agathon caphusa,Aporia agathon caphusa,Metaporia caphusa
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,agathon,Aporia agathon,moltrechti,Aporia agathon moltrechti,Aporia agathon moltrechti,"Delias taiwana, Pieris moltrechti, Betaporia nigriscens"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,agathon,Aporia agathon,omotoi,Aporia agathon omotoi,Aporia agathon omotoi,Aporia omotoi
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,agathon,Aporia agathon,phryxe,Aporia agathon phryxe,Aporia agathon phryxe,Pieris phryxe
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,agathon,Aporia agathon,sapaensis,Aporia agathon sapaensis,Aporia agathon sapaensis,Aporia sapaensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,bernardi,Aporia bernardi,,,Aporia bernardi,Aporia extrema
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,bernardi,Aporia bernardi,yunnanica,Aporia bernardi yunnanica,Aporia bernardi yunnanica,Aporia yunnanica
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,bieti,Aporia bieti,,,Aporia bieti,"Aporia magna, Aporia flavescens, Pieris fumosa, Pieris sulphurea, Pieris bieti, Pieris oberthuri"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,bieti,Aporia bieti,gregoryi,Aporia bieti gregoryi,Aporia bieti gregoryi,Aporia gregoryi
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,bieti,Aporia bieti,lihsieni,Aporia bieti lihsieni,Aporia bieti lihsieni,Aporia lihsieni
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,bieti,Aporia bieti,transiens,Aporia bieti transiens,Aporia bieti transiens,Aporia transiens
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Aporia,,bieti,Aporia bieti,xizangensis,Aporia bieti xizangensis,Aporia bieti xizangensis,Aporia xizangensis
